program_id,label_en,label_fr,org_years
BNM02,Commercialization Partnerships,Partenariats de commercialisation,"{""feddevontario"": [""2018-2019""]}"
BNM03,Business Growth and Productivity,Croissance et productivité des entreprises,"{""feddevontario"": [""2018-2019""]}"
BNM04,Business Investment,Investissement dans les entreprises,"{""feddevontario"": [""2018-2019""]}"
BNM05,Business Services,Services aux entreprises,"{""feddevontario"": [""2018-2019""]}"
BNM06,Community Futures Program,Programme de développement des collectivités,"{""feddevontario"": [""2018-2019""]}"
BNM07,Eastern Ontario Development Program,Programme de développement de l'Est de l'Ontario,"{""feddevontario"": [""2018-2019""]}"
BNM08,Official Languages Minority Communities,Communautés de langue officielle en situation minoritaire,"{""feddevontario"": [""2018-2019""]}"
BNM09,Regional Diversification,Diversification régionale,"{""feddevontario"": [""2018-2019""]}"
BNM10,Business Scale Up and Productivity,Accroissement d'échelle et productivité des entreprises,"{""feddevontario"": [""2026-2027""]}"
BNM11,Regional Innovation Ecosystem,Écosystème d'innovation régional,"{""feddevontario"": [""2026-2027""]}"
BNM12,Community Economic Development and Diversification,Développement économique et diversification des collectivités,"{""feddevontario"": [""2026-2027""]}"
BUT01,Supervision and Enforcement,Surveillance et mise en application,"{""fcac-acfc"": [""2026-2027""]}"
BUT02,"Research, Policy and Education","Recherche, politique et éducation","{""fcac-acfc"": [""2026-2027""]}"
BUU00,Financial Literacy,Littératie financière,"{""fcac-acfc"": [""2022-2023""]}"
BUU01,Financial Literacy,Littératie financière,"{""fcac-acfc"": [""2021-2022""]}"
BUW01,Supervision Program,Programme de surveillance,"{""fintrac-canafe"": [""2026-2027""]}"
BUW02,Strategic Policy and Reviews,Politique stratégique et examens,"{""fintrac-canafe"": [""2025-2026""]}"
BUX01,Financial Intelligence Program,Programme du renseignement financier,"{""fintrac-canafe"": [""2026-2027""]}"
BUX02,"Strategic Intelligence, Research and Analytics","Renseignements stratégiques, recherche et analyse","{""fintrac-canafe"": [""2025-2026""]}"
BGC01,Refugee Protection Decisions,Décisions relatives à la protection des réfugiés,"{""irb-cisr"": [""2026-2027""]}"
BGC02,Refugee Appeal Decisions,Décisions relatives aux appels des réfugiés,"{""irb-cisr"": [""2026-2027""]}"
BGC03,Admissibility and Detention Decisions,Décisions relatives aux enquêtes et à la détention,"{""irb-cisr"": [""2026-2027""]}"
BGC04,Immigration Appeal Decisions,Décisions relatives aux appels en matière d'immigration,"{""irb-cisr"": [""2026-2027""]}"
BKX00,International Development Research Centre,Centre de recherches pour le développement international,"{""idrc-crdi"": [""2026-2027""]}"
BGY00,Shared water resources management,Gestion des ressources communes en eau,"{""ijc-cmi"": [""2026-2027""]}"
BGZ00,Great Lakes water quality management,Gestion de la qualité de l'eau des Grands Lacs,"{""ijc-cmi"": [""2026-2027""]}"
BTN00,The Jacques-Cartier and Champlain Bridges Inc.,Les Ponts Jacques-Cartier et Champlain Inc.,"{""jccbi-pjcci"": [""2026-2027""]}"
BYO01,Law Review,Examen du droit,"{""org231"": [""2026-2027""]}"
BSI01,Acquisition and processing of government records,Acquisition et traitement de documents gouvernementaux,"{""lac-bac"": [""2026-2027""]}"
BSI02,Acquisition and processing of published heritage,Acquisition et traitement du patrimoine publié,"{""lac-bac"": [""2026-2027""]}"
BSI03,Acquisition and processing of private archives,Acquisition et traitement d'archives privées,"{""lac-bac"": [""2026-2027""]}"
BSI04,Preservation,Préservation,"{""lac-bac"": [""2026-2027""]}"
BSJ01,Access and Services,Accès et services,"{""lac-bac"": [""2026-2027""]}"
BSJ02,Outreach and support to communities,Sensibilisation et soutien aux collectivités,"{""lac-bac"": [""2026-2027""]}"
BSJ03,Access to information and privacy,Accès à l'information et protection des renseignements personnels,"{""lac-bac"": [""2026-2027""]}"
BSV00,Information Support for Parliament,Services d'information aux parlementaires,"{""lp-bp"": [""2026-2027""]}"
BTV00,Marine Atlantic Inc.,Marine Atlantique S.C.C.,"{""mai"": [""2026-2027""]}"
BUZ01,Independent review of military grievances,Examen indépendant des griefs militaires,"{""mgerc-ceegm"": [""2026-2027""]}"
BVJ01,Complaints Resolution,Règlement des plaintes,"{""mpcc-cppm"": [""2026-2027""]}"
BSK00,National Arts Centre Corporation,Société du Centre national des Arts,
BFO01,Maintenance of infrastructure and security,Entretien des infrastructures et sécurité,"{""nbc-ccbn"": [""2026-2027""]}"
BFY01,"Educational, cultural and heritage activities","Activités pédagogiques, culturelles et patrimoniales","{""nbc-ccbn"": [""2026-2027""]}"
BSN00,National Capital Commission,Commission de la capitale nationale,"{""ncc-ccn"": [""2026-2027""]}"
BTA01,"Infrastructure, Tolls and Export Applications","Demandes relatives aux infrastructures, aux droits et aux exportations","{""cer-rec"": [""2019-2020""]}"
BTA02,Participant Funding,Aide financière aux participants,"{""cer-rec"": [""2019-2020""]}"
BTB01,Company Performance,Rendement des sociétés,"{""cer-rec"": [""2019-2020""]}"
BTB02,Management System and Industry Performance,Système de gestion et rendement du secteur,"{""cer-rec"": [""2019-2020""]}"
BTB03,Emergency Management,Gestion des situations d'urgence,"{""cer-rec"": [""2019-2020""]}"
BTB04,Regulatory Framework,Cadre de réglementation,"{""cer-rec"": [""2019-2020""]}"
BTC01,Energy System Information,Information sur les filières énergétiques,"{""cer-rec"": [""2019-2020""]}"
BTC02,Pipeline Information,Information sur les pipelines,"{""cer-rec"": [""2019-2020""]}"
BTD01,Stakeholder Engagement,Mobilisation des parties prenantes,"{""cer-rec"": [""2019-2020""]}"
BTD02,Indigenous Engagement,Mobilisation des Autochtones,"{""cer-rec"": [""2019-2020""]}"
BXT01,Company Performance,Rendement des sociétés,"{""cer-rec"": [""2026-2027""]}"
BXT02,Industry Performance,Système de rendement du secteur,"{""cer-rec"": [""2026-2027""]}"
BXT03,Emergency Management,Gestion des situations d'urgence,"{""cer-rec"": [""2025-2026""]}"
BXT04,Regulatory Framework,Cadre de réglementation,"{""cer-rec"": [""2026-2027""]}"
BXU01,Energy and Pipeline Information,Information sur l'énergie et les pipelines,"{""cer-rec"": [""2026-2027""]}"
BXU02,Pipeline Information,Information sur les pipelines,"{""cer-rec"": [""2025-2026""]}"
BXV01,Stakeholder Engagement,Mobilisation des parties prenantes,"{""cer-rec"": [""2026-2027""]}"
BXV02,Indigenous Engagement,Mobilisation des Autochtones,"{""cer-rec"": [""2026-2027""]}"
BXY01,"Infrastructure, Tolls and Export Applications","Demandes relatives aux infrastructures, aux droits et aux exportations","{""cer-rec"": [""2026-2027""]}"
BXY02,Participant Funding,Aide financière aux participants,"{""cer-rec"": [""2022-2023""]}"
BSM01,Audiovisual programming and production,Programmation et production audiovisuelles,"{""nfb-onf"": [""2025-2026""]}"
BSP01,Distribution of works and audience engagement,Distribution des œuvres et interaction avec les auditoires,"{""nfb-onf"": [""2025-2026""]}"
BSP02,Promotion of works and National Film Board outreach,Promotion des œuvres et rayonnement de l'Office national du film,"{""nfb-onf"": [""2025-2026""]}"
BSP03,"Preservation, conservation and digitization of works","Préservation, conservation et numérisation des œuvres","{""nfb-onf"": [""2025-2026""]}"
BYZ01,Production,Production,"{""nfb-onf"": [""2026-2027""]}"
BYZ02,Public Engagement,Engagement des auditoires,"{""nfb-onf"": [""2026-2027""]}"
BYZ03,Education,Éducation,"{""nfb-onf"": [""2026-2027""]}"
BYZ04,Preservation,Préservation,"{""nfb-onf"": [""2026-2027""]}"
BRY00,National Gallery of Canada,Musée des beaux-arts du Canada,"{""ngc-mbac"": [""2026-2027""]}"
BRU00,National Museum of Science and Technology,Musée national des sciences et de la technologie,"{""cstm-mstc"": [""2026-2027""]}"
BUA01,Conditional Release Decisions,Décisions relatives à la mise en liberté sous condition,"{""pbc-clcc"": [""2026-2027""]}"
BUB01,Conditional Release Openness and Accountability,Application transparente et responsable du processus de mise en liberté sous condition,"{""pbc-clcc"": [""2026-2027""]}"
BUC01,Record Suspension/Pardon and Expungement Decisions/Clemency Recommendations,Décisions relatives à la suspension du casier/au pardon et à la radiation et recommandations concernant la clémence,"{""pbc-clcc"": [""2026-2027""]}"
BNQ01,Aerospace,Aérospatiale,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ02,Aquatic and Crop Resource Development,Développement des cultures et des ressources aquatiques,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ03,Automotive and Surface Transportation,Automobile et Transports de surface,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ04,Construction,Construction,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ05,Clean Energy Innovation,Innovations dans les énergies propres,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ06,Herzberg Astronomy & Astrophysics,"Herzberg, Astronomie et astrophysique","{""nrc-cnrc"": [""2026-2027""]}"
BNQ07,Human Health Therapeutics,Thérapeutiques en santé humaine,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ08,Industrial Research Assistance Program,Programme d'aide à la recherche industrielle,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ09,Information and Communications Technologies,Technologies de l'information et des communications,"{""nrc-cnrc"": [""2018-2019""]}"
BNQ10,International Affiliations,Affiliations internationales,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ11,Metrology,Métrologie,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ12,Medical Devices,Dispositifs médicaux,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ13,Nanotechnology,Nanotechnologie,"{""nrc-cnrc"": [""2023-2024""]}"
BNQ14,National Science Library,Bibliothèque scientifique nationale,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ15,"Ocean, Coastal and River Engineering","Génie océanique, côtier et fluvial","{""nrc-cnrc"": [""2026-2027""]}"
BNQ16,Security and Disruptive Technologies,Technologies de sécurité et de rupture,"{""nrc-cnrc"": [""2023-2024""]}"
BNQ17,TRIUMF,TRIUMF,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ18,Business Management Support (Enabling),Soutien à la gestion des affaires (fonction habilitante),"{""nrc-cnrc"": [""2025-2026""]}"
BNQ19,Design & Fabrication Services (Enabling),Services de conception et de fabrication (fonction habilitante),"{""nrc-cnrc"": [""2026-2027""]}"
BNQ20,Research Information Technology Platforms (Enabling),Technologies spécialisées d'information en R-D (fonction habilitante),"{""nrc-cnrc"": [""2026-2027""]}"
BNQ21,Special Purpose Real Property (Enabling),Biens immobiliers à vocation particulière (fonction habilitante),"{""nrc-cnrc"": [""2026-2027""]}"
BNQ22,"Collaborative Science, Technology and Innovation Program","Programme de collaboration en science, en technologie et en innovation","{""nrc-cnrc"": [""2026-2027""]}"
BNQ23,Advanced Electronics and Photonics,Électronique et photonique avancées,"{""nrc-cnrc"": [""2023-2024""]}"
BNQ24,Digital Technologies,Technologies numériques,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ25,Genomics Research and Development Initiative Shared Priority Projects,Projets à priorité partagée de l'Initiative de recherche et développement en génomique,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ26,Biologics Manufacturing Centre,Centre de production de produits biologiques,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ27,Canadian Photonics Fabrication Centre,Centre de fabrication pour la photonique du Canada,"{""nrc-cnrc"": [""2026-2027""]}"
BNQ28,Quantum and Nanotechnologies,Quantique et nanotechnologies,"{""nrc-cnrc"": [""2026-2027""]}"
BNR01,Discovery Research,Recherche axée sur la découverte,"{""nserc-crsng"": [""2026-2027""]}"
BNR02,Research Training and Talent Development,Formation en recherche et perfectionnement des compétences,"{""nserc-crsng"": [""2026-2027""]}"
BNR03,Research and Technology Partnerships,Partenariats en recherche et en technologie,"{""nserc-crsng"": [""2026-2027""]}"
BWQ01,Oversee and regulate the planning and construction of the Canadian portion of the Alaska Highway Natural Gas Pipeline Project,Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l'Alaska,"{""npa-apn"": [""2026-2027""]}"
BTK01,Investing in Canada Phase 1 – Funding Allocations for Provinces and Territories,Phase 1 du plan Investir dans le Canada – Allocations de financement pour les provinces et les territoires,"{""infc"": [""2020-2021""]}"
BTK02,Investing in Canada Phase 1 – Funding for Federation of Canadian Municipalities,Phase 1 du plan Investir dans le Canada – Financement de la Fédération canadienne des municipalités,"{""infc"": [""2020-2021""]}"
BTK03,Investing in Canada Infrastructure Program,Programme d'infrastructure du plan Investir dans le Canada,"{""infc"": [""2020-2021""]}"
BTK04,Gas Tax Fund – Permanent Funding for Municipalities,Fonds de la taxe sur l'essence – Financement permanent pour les municipalités,"{""infc"": [""2020-2021""]}"
BTK05,New Building Canada Fund – National Infrastructure Component,Nouveau Fonds Chantiers Canada – volet Infrastructures nationales,"{""infc"": [""2020-2021""]}"
BTK06,New Building Canada Fund – Funding Allocations for Provinces and Territories,Nouveau Fonds Chantiers Canada – Allocations de financement pour les provinces et les territoires,"{""infc"": [""2020-2021""]}"
BTK07,Historical Programs,Programmes déjà en place,"{""infc"": [""2020-2021""]}"
BTK08,New Champlain Bridge Corridor Project,Projet de corridor du nouveau pont Champlain,"{""infc"": [""2020-2021""]}"
BTK09,Gordie Howe International Bridge Team,Projet du pont international Gordie-Howe,"{""infc"": [""2020-2021""]}"
BTK10,Toronto Waterfront Revitalization Initiative,Initiative de revitalisation du secteur riverain de Toronto,"{""infc"": [""2020-2021""]}"
BTK11,Smart Cities Challenge,Défi des villes intelligentes,"{""infc"": [""2020-2021""]}"
BTK12,Disaster Mitigation and Adaption Fund,Fonds d'atténuation et d'adaptation en matière de catastrophes,"{""infc"": [""2020-2021""]}"
BTK13,Research and Knowledge Initiative,Initiative de recherche et de connaissances,"{""infc"": [""2020-2021""]}"
BYB01,Allocation-based and Direct Funding Stewardship,Gérance du financement fondé sur l'allocation et du financement direct,"{""infc"": [""2024-2025""]}"
BYB02,Major Bridges Oversight,Surveillance des grands ponts,"{""infc"": [""2024-2025""]}"
BYB03,Alternative Financing Oversight,Surveillance du financement alternatif,"{""infc"": [""2024-2025""]}"
BYB04,Homelessness Funding Oversight,Surveillance du financement en matière d'itinérance,"{""infc"": [""2024-2025""]}"
BYC01,Alternative Financing Investment,Investissement de financement alternatif,"{""infc"": [""2024-2025""]}"
BYC02,Public Infrastructure and Communities Investment,Investissement dans les infrastructures publiques et les collectivités,"{""infc"": [""2024-2025""]}"
BYC03,Major Bridges Investment,Investissement dans les grands ponts,"{""infc"": [""2024-2025""]}"
BYC04,Homelessness Investment,Investissements en matière d'itinérance,"{""infc"": [""2024-2025""]}"
BYD01,Rural Economic Development Policy,Politique de développement économique rural,"{""infc"": [""2021-2022""]}"
BYD02,Major Bridges Policy,Politique des grands ponts,"{""infc"": [""2024-2025""]}"
BYD03,Public Infrastructure and Communities Policy,Politique sur les infrastructures publiques et les collectivités,"{""infc"": [""2024-2025""]}"
BYD04,Alternative Financing Policy,Politique de financement alternatif,"{""infc"": [""2024-2025""]}"
BYD05,Homelessness Policy,Politiques en matière d'itinérance,"{""infc"": [""2024-2025""]}"
BYS01,Housing Policy and Programming,Politiques et programmes de logement,"{""infc"": [""2026-2027""]}"
BYS02,Homelessness Policy and Programming,Politiques et programmes sur l'itinérance,"{""infc"": [""2026-2027""]}"
BYT01,Public Transit and Active Transportation,Transport en commun et transport actif,"{""infc"": [""2026-2027""]}"
BYT02,"Water, Wastewater and Solid Waste","Eau, eaux usées et déchets solides","{""infc"": [""2026-2027""]}"
BYT03,Resilient Infrastructure,Infrastructures résilientes,"{""infc"": [""2026-2027""]}"
BYT04,Community Building,Développement des collectivités,"{""infc"": [""2026-2027""]}"
BYT05,Major Bridges and Projects,Grands ponts et projets,"{""infc"": [""2026-2027""]}"
BYT06,Alternative Financing,Autres modes de financement,"{""infc"": [""2026-2027""]}"
BGX01,Legislative Audit,Audit législatif,"{""oag-bvg"": [""2026-2027""]}"
BGG01,Voting Services Delivery and Field Management,Prestation des services de vote et gestion en région,"{""elections"": [""2021-2022""]}"
BGG02,National Register of Electors and Electoral Geography,Registre national des électeurs et géographie électorale,"{""elections"": [""2021-2022""]}"
BGG03,Public Education and Information,Éducation et information du public,"{""elections"": [""2021-2022""]}"
BGG04,Electoral Integrity and Regulatory Oversight,Intégrité électorale et surveillance réglementaire,"{""elections"": [""2021-2022""]}"
BXX01,Compliance and Enforcement,Observation et contrôle d'application,"{""elections"": [""2021-2022""]}"
BYG01,Electoral Boundaries Readjustment Administration,Révision des limites des circonscriptions électorales,"{""elections"": [""2026-2027""]}"
BYI01,Voting Services,Services de vote,"{""elections"": [""2026-2027""]}"
BYI02,Field Management,Gestion des activités en région,"{""elections"": [""2026-2027""]}"
BYI03,Public Education and Information,Éducation et information du public,"{""elections"": [""2026-2027""]}"
BYI04,Electoral Data Services,Services liés aux données électorales,"{""elections"": [""2026-2027""]}"
BYJ01,Office of the Commissioner of Canada Elections,Bureau du commissaire aux élections fédérales,"{""elections"": [""2026-2027""]}"
BYJ02,Political Entities Regulatory Compliance,Conformité régulatoire des entités politiques,"{""elections"": [""2026-2027""]}"
BYJ03,Electoral Integrity and Regulatory Policy,Intégrité électorale et politique réglementaire,"{""elections"": [""2026-2027""]}"
BNZ01,Payments pursuant to the Judges Act,Paiements en application de la Loi sur les juges,"{""fja-cmf"": [""2026-2027""]}"
BNZ02,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,"{""fja-cmf"": [""2026-2027""]}"
BNZ03,Canadian Judicial Council,Conseil canadien de la magistrature,"{""fja-cmf"": [""2026-2027""]}"
BVA01,Registry of Lobbyists,Registre des lobbyistes,"{""ocl-cal"": [""2019-2020""]}"
BVA02,Outreach and Education,Sensibilisation et éducation,"{""ocl-cal"": [""2019-2020""]}"
BVA03,Compliance and Enforcement,Conformité et exécution,"{""ocl-cal"": [""2019-2020""]}"
BVA04,"Registration, education and compliance","Enregistrement, éducation et conformité","{""ocl-cal"": [""2026-2027""]}"
BGH01,Protection of Official Languages Rights,Protection des droits liés aux langues officielles,"{""ocol-clo"": [""2026-2027""]}"
BGI01,Advancement of Official Languages,Avancement des langues officielles,"{""ocol-clo"": [""2026-2027""]}"
BVK01,The Communications Security Establishment Commissioner's Review Program,Programme d'examen du commissaire du Centre de la sécurité des télécommunications,"{""ocsec-bccst"": [""2018-2019""]}"
BXS01,Quasi-judicial Review Program,Programme d'examen quasi judiciaire,"{""ocsec-bccst"": [""2026-2027""]}"
BSS00,Administration and Interpretation of the Conflict of Interest Act and the Conflict of Interest Code for Members of the House of Commons,Application et interprétation de la Loi sur les conflits d'intérêts et du Code régissant les conflits d'intérêts des députés,
BWH01,Expertise and Outreach,Expertise et information,"{""wage"": [""2018-2019""]}"
BWH02,Community Action and Innovation,Action communautaire et innovation,"{""wage"": [""2018-2019""]}"
BXR01,Expertise and Outreach,Expertise et information,"{""wage"": [""2025-2026""]}"
BXR02,Community Action and Innovation,Action communautaire et innovation,"{""wage"": [""2025-2026""]}"
BXR03,Advancing Equality for Women,Promotion de l'égalité des femmes,"{""wage"": [""2026-2027""]}"
BXR04,Preventing and Addressing Gender-Based Violence,Prévenir et contrer la violence fondée sur le sexe,"{""wage"": [""2026-2027""]}"
BXR05,"Advancing Equality for Sexual Orientation, Gender Identity or Expression and Sex Characteristics","Programme de promotion de l'égalité des sexes, de l'orientation sexuelle, de l'identité et de l'expression de genre","{""wage"": [""2026-2027""]}"
BXR06,Gender-Based Analysis Plus,Analyse comparative entre les sexes Plus,"{""wage"": [""2026-2027""]}"
BVL01,Ombuds for federally sentenced individuals,Ombuds pour les personnes purgeant une peine de ressort fédérale,"{""oci-bec"": [""2026-2027""]}"
ISS40,Internal services,Services internes,"{""oci-bec"": [""2026-2027""]}"
BRD01,Federal Prosecutions,Poursuites fédérales,"{""ppsc-sppc"": [""2026-2027""]}"
BRD02,Regulatory Offences and Economic Crime Prosecution Program,Programme de poursuites des infractions réglementaires et des crimes économiques,"{""ppsc-sppc"": [""2018-2019""]}"
BRE01,Compliance and Enforcement,Observation et contrôle d'application,"{""ppsc-sppc"": [""2019-2020""]}"
BKY00,Governor General Support,Soutien du gouverneur général,"{""osgg-bsgg"": [""2026-2027""]}"
BTS01,Disclosure and Reprisal Management,Gestion des divulgations et des représailles,"{""psic-ispc"": [""2026-2027""]}"
BTE00,Administration and Interpretation of the Ethics and Conflict of Interest Code for Senators,Administration et interprétation du Code régissant l'éthique et les conflits d'intérêts,
BVN01,Risk Assessment and Intervention – Federally Regulated Financial Institutions,Évaluation des risques et prise de mesures – Institutions financières fédérales,"{""osfi-bsif"": [""2026-2027""]}"
BVN02,Regulation and Guidance of Federally Regulated Financial Institutions,Réglementation et établissement de consigne à l'intention des Institutions financières fédérales,"{""osfi-bsif"": [""2026-2027""]}"
BVN03,Regulatory Approvals and Legislative Precedents,Approbations réglementaires et précédents législatifs,"{""osfi-bsif"": [""2026-2027""]}"
BVN04,Federally Regulated Private Pension Plans,Régimes de retraite privés fédéraux,"{""osfi-bsif"": [""2026-2027""]}"
BVO01,Actuarial Valuation and Advice,Évaluation actuarielle et conseils,"{""osfi-bsif"": [""2026-2027""]}"
BRF01,Compliance with access to information obligations,Conformité avec les obligations prévues à la Loi sur l'accès à l'information,"{""opc-cpvp"": [""2026-2027""]}"
BRG01,Promotion Program,Programme de promotion,"{""opc-cpvp"": [""2026-2027""]}"
BRG02,Protection,Protection,"{""opc-cpvp"": [""2026-2027""]}"
ISS10,Internal services – Office of the Privacy Commissioner,Services internes – Commissariat à la protection de la vie privée,"{""opc-cpvp"": [""2026-2027""], ""pacifican"": [""2024-2025""]}"
BGW01,Heritage Places Establishment,Création de lieux patrimoniaux,"{""pc"": [""2025-2026""]}"
BGW02,Heritage Places Conservation,Conservation des lieux patrimoniaux,"{""pc"": [""2025-2026""]}"
BGW03,Heritage Places Promotion and Public Support,Promotion des lieux patrimoniaux et soutien du public,"{""pc"": [""2025-2026""]}"
BGW04,Visitor Experience,Expérience du visiteur,"{""pc"": [""2025-2026""]}"
BGW05,"Heritage Canals, Highways and Townsites Management","Gestion des canaux patrimoniaux, des routes et des lotissements urbains","{""pc"": [""2025-2026""]}"
BGW06,"Access Routes, Infrastructure, and Community Services","Routes d'accès, infrastructure et services aux communautés","{""pc"": [""2026-2027""]}"
BGW07,Cultural Heritage,Patrimoine culturel,"{""pc"": [""2026-2027""]}"
BGW08,Emergency and Wildland Fire Management,Gestion des urgences et des feux de végétation,"{""pc"": [""2026-2027""]}"
BGW09,Nature Conservation,Conservation de la nature,"{""pc"": [""2026-2027""]}"
BGW10,Operations Management,Gestion des opérations,"{""pc"": [""2026-2027""]}"
BGW11,Protected Areas Establishment,Établissement des aires protégées,"{""pc"": [""2026-2027""]}"
BGW12,Public Understanding and Appreciation,Compréhension et appréciation du public,"{""pc"": [""2026-2027""]}"
BGW13,"Visitor Experience and Services (National, Marine, and Urban Parks)","Services et expériences aux visiteurs (Parcs nationaux, marins et urbains)","{""pc"": [""2026-2027""]}"
BGW14,Visitor Experience and Services (National Historic Sites and Canals),Services et expériences aux visiteurs (Lieux historiques nationaux et canaux),"{""pc"": [""2026-2027""]}"
BVM01,Patented Medicine Price Regulation Program,Le programme de réglementation du prix des médicaments brevetés,"{""pmprb-cepmb"": [""2024-2025""]}"
BVM02,Pharmaceutical Trends Program,Le programme sur les tendances relatives aux produits pharmaceutiques,"{""pmprb-cepmb"": [""2024-2025""]}"
BYU01,Pharmaceutical Trends Program,Le programme sur les tendances relatives aux produits pharmaceutiques,"{""pmprb-cepmb"": [""2026-2027""]}"
BYU02,Patented Medicine Price Monitoring Program,Programme de surveillance du prix des médicaments brevetés,"{""pmprb-cepmb"": [""2026-2027""]}"
BWW01,Senior Personnel and Public Service Renewal,Personnel supérieur et renouvellement de la fonction publique,"{""pco-bcp"": [""2026-2027""]}"
BWW02,International Affairs and National Security,Affaires internationales et sécurité nationale,"{""pco-bcp"": [""2026-2027""]}"
BWW03,Planning and Operation of Cabinet,Planification et Opérations du Cabinet,"{""pco-bcp"": [""2026-2027""]}"
BWW04,Commissions of Inquiry,Commissions d'enquête,"{""pco-bcp"": [""2026-2027""]}"
BWW05,Youth,Jeunesse,"{""pco-bcp"": [""2020-2021""]}"
BWW06,Legislative and Parliamentary Governance,Gouvernance législative et parlementaire,"{""pco-bcp"": [""2026-2027""]}"
BWW07,"Results, Delivery, Impact and Innovation","Résultats, livraison, impact et innovation","{""pco-bcp"": [""2026-2027""]}"
BWW08,Intergovernmental Affairs,Affaires intergouvernementales,"{""pco-bcp"": [""2026-2027""]}"
BWW09,Social and Economic Policy,Politique économique et sociale,"{""pco-bcp"": [""2026-2027""]}"
BVP01,Health Promotion,Promotion de la santé,"{""phac-aspc"": [""2026-2027""]}"
BVP02,Chronic Diseases and Conditions,Maladies et affections chroniques,"{""phac-aspc"": [""2026-2027""]}"
BVP03,"Evidence for Health Promotion, and Chronic Disease and Injury Prevention",Données probantes liées à la promotion de la santé et à la prévention des maladies chroniques et des blessures,"{""phac-aspc"": [""2025-2026""]}"
BVP04,"Mental Health, Suicide, Substance Use, and Safe Relationships","Santé mentale, suicide, toxicomanie et relations sécuritaires","{""phac-aspc"": [""2026-2027""]}"
BVQ01,Laboratory Science Leadership and Services,Services et leadership en matière de science en laboratoire,"{""phac-aspc"": [""2026-2027""]}"
BVQ02,Communicable Disease and Infection Control,Contrôle des maladies transmissibles et des infections,"{""phac-aspc"": [""2026-2027""]}"
BVQ03,Vaccination,Vaccination,"{""phac-aspc"": [""2026-2027""]}"
BVQ04,"Foodborne, Waterborne and Zoonotic Diseases","Maladies zoonotiques, d'origine hydrique et d'origine alimentaire","{""phac-aspc"": [""2026-2027""]}"
BVQ05,"Emerging and Respiratory, Vaccine Preventable Infectious Disease, Preparedness and Response","Maladies infectieuses émergentes et respiratoires, maladies infectieuses évitables par la vaccination, préparation et intervention","{""phac-aspc"": [""2026-2027""]}"
BVR01,Emergency Preparedness and Response,Préparation et intervention en cas d'urgence,"{""phac-aspc"": [""2026-2027""]}"
BVR02,Biosecurity,Biosécurité,"{""phac-aspc"": [""2026-2027""]}"
BVR03,Border and Travel Health,Santé des voyageurs et santé transfrontalière,"{""phac-aspc"": [""2026-2027""]}"
BWB01,Policy Direction and Support,Soutien et orientation en matière de politiques,"{""psc-cfp"": [""2025-2026""]}"
BWB02,Recruitment and Assessment Services,Services de recrutement et d'évaluation,"{""psc-cfp"": [""2025-2026""]}"
BWB03,Oversight and Monitoring,Surveillance,"{""psc-cfp"": [""2025-2026""]}"
BWB04,Staffing,Dotation,"{""psc-cfp"": [""2026-2027""]}"
BWB05,"Legislation, regulation, and oversight","Législation, réglementation, et surveillance","{""psc-cfp"": [""2026-2027""]}"
BRH01,Court administration,Administration de la Cour,"{""scc-csc"": [""2026-2027""]}"
BRH02,Administration of the Judges Act for the Judges of the Supreme Court of Canada,Administration de la Loi sur les juges pour les juges de la Cour suprême du Canada,"{""scc-csc"": [""2026-2027""]}"
AYO00,Police Operations,Opérations policières,"{""rcmp-grc"": [""2018-2019""]}"
AYR00,Canadian Law Enforcement Services,Services canadiens d'application de la loi,"{""rcmp-grc"": [""2018-2019""]}"
BXG01,Federal Policing Investigations,Enquêtes de la Police fédérale,"{""rcmp-grc"": [""2026-2027""]}"
BXG02,Federal Policing Intelligence,Renseignement de la Police fédérale,"{""rcmp-grc"": [""2026-2027""]}"
BXG03,Protective Operations,Opérations de protection,"{""rcmp-grc"": [""2026-2027""]}"
BXG04,Federal Policing Prevention and Engagement,Prévention et engagement de la Police fédérale,"{""rcmp-grc"": [""2025-2026""]}"
BXG05,International Operations,Opérations internationales,"{""rcmp-grc"": [""2026-2027""]}"
BXG06,Federal Operations Support,Soutien aux opérations fédérales,"{""rcmp-grc"": [""2025-2026""]}"
BXG07,Federal Policing National Governance,Gouvernance nationale de la Police fédérale,"{""rcmp-grc"": [""2026-2027""]}"
